6.499036e+002,1.668549e+000
6.518320e+002,2.122121e+000
6.537606e+002,1.274367e+000
6.556890e+002,1.521057e+000
6.576176e+002,1.250299e+000
6.595460e+002,1.579451e+000
6.614745e+002,1.363502e+000
6.634030e+002,2.097037e+000
6.653315e+002,1.723833e+000
6.672600e+002,1.839518e+000
6.691885e+002,1.578193e+000
6.711170e+002,1.977283e+000
6.730455e+002,1.548334e+000
6.749740e+002,1.939789e+000
6.769025e+002,1.637658e+000
6.788310e+002,1.780530e+000
6.807595e+002,1.702326e+000
6.826880e+002,1.832648e+000
6.846165e+002,1.353110e+000
6.865450e+002,1.651397e+000
6.884735e+002,1.527990e+000
6.904020e+002,1.783363e+000
6.923305e+002,1.581204e+000
6.942590e+002,1.932975e+000
6.961875e+002,1.725317e+000
6.981160e+002,2.013257e+000
7.000445e+002,1.774984e+000
7.019730e+002,1.959421e+000
7.039015e+002,1.597638e+000
7.058300e+002,1.818989e+000
7.077585e+002,1.554239e+000
7.096870e+002,1.726005e+000
7.116155e+002,1.635447e+000
7.135439e+002,2.099493e+000
7.154725e+002,1.966370e+000
7.174009e+002,2.157320e+000
7.193295e+002,2.026910e+000
7.212579e+002,2.199247e+000
7.231865e+002,1.916646e+000
7.251149e+002,2.127581e+000
7.270435e+002,2.045450e+000
7.289719e+002,2.153201e+000
7.309005e+002,1.859003e+000
7.328289e+002,1.954955e+000
7.347574e+002,1.784316e+000
7.366859e+002,1.964440e+000
7.386144e+002,1.865252e+000
7.405429e+002,2.031166e+000
7.424714e+002,1.843538e+000
7.443999e+002,2.075149e+000
7.463284e+002,1.938235e+000
7.482569e+002,2.095635e+000
7.501854e+002,1.940230e+000
7.521139e+002,2.240158e+000
7.540424e+002,2.240334e+000
7.559709e+002,2.395144e+000
7.578994e+002,2.202154e+000
7.598279e+002,2.412162e+000
7.617564e+002,2.267914e+000
7.636849e+002,2.435367e+000
7.656134e+002,2.202756e+000
7.675419e+002,2.252517e+000
7.694704e+002,2.162386e+000
7.713989e+002,2.412341e+000
7.733274e+002,2.243997e+000
7.752559e+002,2.358171e+000
7.771844e+002,2.256989e+000
7.791129e+002,2.464126e+000
7.810414e+002,2.353057e+000
7.829698e+002,2.515574e+000
7.848984e+002,2.431394e+000
7.868268e+002,2.686533e+000
7.887554e+002,2.577238e+000
7.906838e+002,2.603157e+000
7.926124e+002,2.456022e+000
7.945408e+002,2.543436e+000
7.964694e+002,2.367765e+000
7.983978e+002,2.523574e+000
8.003264e+002,2.486158e+000
8.022548e+002,2.654334e+000
8.041833e+002,2.447521e+000
8.061118e+002,2.549529e+000
8.080403e+002,2.499020e+000
8.099688e+002,2.719699e+000
8.118973e+002,2.560462e+000
8.138258e+002,2.649672e+000
8.157543e+002,2.487432e+000
8.176828e+002,2.764745e+000
8.196113e+002,2.735234e+000
8.215398e+002,2.834423e+000
8.234683e+002,2.715060e+000
8.253968e+002,2.775157e+000
8.273253e+002,2.601019e+000
8.292538e+002,2.729960e+000
8.311823e+002,2.595376e+000
8.331108e+002,2.844908e+000
8.350393e+002,2.779758e+000
8.369678e+002,2.845672e+000
8.388963e+002,2.609126e+000
8.408248e+002,2.770398e+000
8.427533e+002,2.840609e+000
8.446818e+002,3.000274e+000
8.466103e+002,2.874411e+000
8.485388e+002,3.075237e+000
8.504673e+002,3.083089e+000
8.523958e+002,3.191941e+000
8.543243e+002,3.024353e+000
8.562527e+002,3.122126e+000
8.581813e+002,3.056602e+000
8.601097e+002,3.243033e+000
8.620383e+002,3.143366e+000
8.639667e+002,3.295955e+000
8.658953e+002,3.246764e+000
8.678237e+002,3.386263e+000
8.697523e+002,3.205030e+000
8.716807e+002,3.314411e+000
8.736093e+002,3.287300e+000
8.755377e+002,3.379559e+000
8.774662e+002,3.227568e+000
8.793947e+002,3.308409e+000
8.813232e+002,3.304568e+000
8.832517e+002,3.442681e+000
8.851802e+002,3.333135e+000
8.871087e+002,3.521477e+000
8.890372e+002,3.446332e+000
8.909657e+002,3.513266e+000
8.928942e+002,3.413883e+000
8.948227e+002,3.500423e+000
8.967512e+002,3.382013e+000
8.986797e+002,3.448424e+000
9.006082e+002,3.424383e+000
9.025367e+002,3.502833e+000
9.044652e+002,3.393439e+000
9.063937e+002,3.592614e+000
9.083222e+002,3.535207e+000
9.102507e+002,3.754120e+000
9.121792e+002,3.701475e+000
9.141077e+002,3.759262e+000
9.160362e+002,3.639326e+000
9.179647e+002,3.745222e+000
9.198932e+002,3.656960e+000
9.218217e+002,3.827040e+000
9.237502e+002,3.757896e+000
9.256786e+002,3.796234e+000
9.276072e+002,3.759706e+000
9.295356e+002,3.844472e+000
9.314642e+002,3.710608e+000
9.333926e+002,3.844278e+000
9.353212e+002,3.751836e+000
9.372496e+002,3.828632e+000
9.391782e+002,3.719110e+000
9.411066e+002,3.757568e+000
9.430352e+002,3.653142e+000
9.449636e+002,3.824032e+000
9.468922e+002,3.681060e+000
9.488206e+002,3.621264e+000
9.507491e+002,3.579617e+000
9.526776e+002,3.629864e+000
9.546061e+002,3.444574e+000
9.565346e+002,3.467119e+000
9.584631e+002,3.341885e+000
9.603916e+002,3.383419e+000
9.623201e+002,3.334327e+000
9.642486e+002,3.360405e+000
9.661771e+002,3.237892e+000
9.681056e+002,3.367390e+000
9.700341e+002,3.267970e+000
9.719626e+002,3.410532e+000
9.738911e+002,3.328155e+000
9.758196e+002,3.351653e+000
9.777481e+002,3.306482e+000
9.796766e+002,3.422875e+000
9.816051e+002,3.252568e+000
9.835336e+002,3.190439e+000
9.854621e+002,3.106684e+000
9.873906e+002,3.238713e+000
9.893191e+002,3.174150e+000
9.912476e+002,3.257621e+000
9.931761e+002,3.101394e+000
9.951046e+002,3.156552e+000
9.970331e+002,3.154292e+000
9.989615e+002,3.283829e+000
1.000890e+003,3.230814e+000
1.002819e+003,3.326535e+000
1.004747e+003,3.240173e+000
1.006676e+003,3.237649e+000
1.008604e+003,3.060638e+000
1.010533e+003,3.138029e+000
1.012461e+003,3.132038e+000
1.014390e+003,3.306074e+000
1.016318e+003,3.186468e+000
1.018247e+003,3.378414e+000
1.020175e+003,3.539907e+000
1.022104e+003,3.715008e+000
1.024032e+003,3.645862e+000
1.025961e+003,3.819237e+000
1.027889e+003,3.793200e+000
1.029818e+003,3.914042e+000
1.031746e+003,3.923661e+000
1.033675e+003,4.064277e+000
1.035603e+003,4.142810e+000
1.037531e+003,4.376231e+000
1.039460e+003,4.313104e+000
1.041389e+003,4.446542e+000
1.043317e+003,4.563946e+000
1.045245e+003,4.757926e+000
1.047174e+003,4.676927e+000
1.049103e+003,4.790123e+000
1.051031e+003,4.714320e+000
1.052959e+003,4.759414e+000
1.054888e+003,4.724704e+000
1.056817e+003,4.822686e+000
1.058745e+003,4.714277e+000
1.060673e+003,4.864982e+000
1.062602e+003,4.771430e+000
1.064531e+003,4.786454e+000
1.066459e+003,4.669146e+000
1.068387e+003,4.822973e+000
1.070316e+003,4.672508e+000
1.072245e+003,4.663272e+000
1.074173e+003,4.482100e+000
1.076101e+003,4.553592e+000
1.078030e+003,4.533620e+000
1.079958e+003,4.600214e+000
1.081887e+003,4.500537e+000
1.083815e+003,4.472766e+000
1.085744e+003,4.240483e+000
1.087672e+003,4.244610e+000
1.089601e+003,4.089772e+000
1.091529e+003,4.000536e+000
1.093458e+003,3.799487e+000
1.095386e+003,3.670741e+000
1.097315e+003,3.350899e+000
1.099243e+003,3.237064e+000
1.101172e+003,2.974602e+000
1.103100e+003,2.905613e+000
1.105029e+003,2.556344e+000
1.106957e+003,2.469665e+000
1.108886e+003,2.372768e+000
1.110814e+003,2.294325e+000
1.112743e+003,2.053094e+000
1.114671e+003,2.097143e+000
1.116600e+003,1.976629e+000
1.118528e+003,1.970474e+000
1.120457e+003,1.814141e+000
1.122385e+003,1.845876e+000
1.124314e+003,1.862529e+000
1.126242e+003,1.934476e+000
1.128171e+003,1.875822e+000
1.130099e+003,1.985729e+000
1.132028e+003,1.891821e+000
1.133956e+003,1.914433e+000
1.135885e+003,1.862103e+000
1.137813e+003,1.955979e+000
1.139742e+003,1.816863e+000
1.141670e+003,1.919363e+000
1.143599e+003,1.793773e+000
1.145527e+003,1.859527e+000
1.147456e+003,1.876718e+000
1.149384e+003,1.829686e+000
1.151313e+003,1.686855e+000
1.153241e+003,1.853966e+000
1.155170e+003,1.857972e+000
1.157098e+003,1.866310e+000
1.159027e+003,1.789610e+000
1.160955e+003,1.845421e+000
1.162884e+003,1.816191e+000
1.164812e+003,1.998065e+000
1.166741e+003,2.053867e+000
1.168669e+003,2.155122e+000
1.170598e+003,2.128326e+000
1.172526e+003,2.266934e+000
1.174455e+003,2.180254e+000
1.176383e+003,2.165581e+000
1.178312e+003,2.109779e+000
1.180240e+003,2.154477e+000
1.182169e+003,2.078997e+000
1.184097e+003,2.150989e+000
1.186026e+003,2.086928e+000
1.187954e+003,2.235148e+000
1.189883e+003,2.159683e+000
1.191811e+003,2.169472e+000
1.193740e+003,2.025002e+000
1.195668e+003,2.023710e+000
1.197597e+003,1.954309e+000
1.199525e+003,1.961811e+000
1.201454e+003,1.832484e+000
1.203382e+003,1.947004e+000
1.205311e+003,1.909833e+000
1.207239e+003,1.936299e+000
1.209168e+003,1.886772e+000
1.211096e+003,1.949125e+000
1.213025e+003,1.867379e+000
1.214953e+003,1.935212e+000
1.216882e+003,1.787813e+000
1.218810e+003,1.775881e+000
1.220739e+003,1.744249e+000
1.222667e+003,1.883714e+000
1.224596e+003,1.861340e+000
1.226524e+003,1.953887e+000
1.228453e+003,1.887910e+000
1.230381e+003,1.942671e+000
1.232310e+003,1.844494e+000
1.234238e+003,1.798453e+000
1.236167e+003,1.781219e+000
1.238095e+003,1.874508e+000
1.240024e+003,1.773154e+000
1.241952e+003,1.851212e+000
1.243881e+003,1.793065e+000
1.245809e+003,1.767861e+000
1.247738e+003,1.752803e+000
1.249666e+003,1.874256e+000
1.251595e+003,1.883991e+000
1.253523e+003,1.969677e+000
1.255452e+003,1.923001e+000
1.257380e+003,2.012264e+000
1.259309e+003,1.965128e+000
1.261237e+003,1.987497e+000
1.263166e+003,1.947392e+000
1.265094e+003,1.979840e+000
1.267023e+003,2.003604e+000
1.268951e+003,2.124947e+000
1.270880e+003,2.111370e+000
